"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeofFlightLine","Classification","ScanAngleRank","UserData","PointSourceID","gpstime","Range"
5673354.5130,3704808.7340,1500.4640,100,1,2,0,0,5,10,0,526,53965583.91137340,959.0024
5673354.4240,3704809.1890,1486.8160,26,2,2,0,0,5,10,0,526,53965583.91137340,972.6582
5673383.0450,3704784.3640,1512.3080,176,1,1,0,0,5,10,0,526,53965583.91137340,946.9725
5673354.1150,3704808.8120,1487.2420,37,1,1,0,0,5,10,0,526,53965583.91137740,972.2227
5673382.8630,3704784.0590,1507.5500,47,1,2,0,0,5,10,0,526,53965583.91137740,951.7231
5673383.4130,3704784.2190,1482.6820,59,2,2,0,0,5,10,0,526,53965583.91137740,976.5976
5673353.9230,3704808.0470,1500.2340,122,1,1,0,0,5,10,0,526,53965583.91138150,959.2150
5673383.0710,3704783.8400,1483.6660,169,1,1,0,0,5,10,0,526,53965583.91138150,975.6039
5673353.6120,3704807.7030,1500.0050,99,1,1,0,0,5,10,0,526,53965583.91138550,959.4356
5673382.2430,3704783.3380,1507.3540,141,1,1,0,0,5,10,0,526,53965583.91138550,951.9009
5673353.3010,3704807.3590,1499.5450,140,1,1,0,0,5,10,0,526,53965583.91138950,959.8874
5673381.8990,3704782.9920,1510.2080,178,1,1,0,0,5,10,0,526,53965583.91138950,949.0382
5673352.9490,3704807.1770,1493.3120,199,1,1,0,0,5,10,0,526,53965583.91139350,966.1148
5673381.6210,3704782.6500,1509.5520,110,1,1,0,0,5,10,0,526,53965583.91139350,949.6863
5673352.7140,3704806.6390,1499.8730,156,1,1,0,0,5,10,0,526,53965583.91139760,959.5430
5673381.3110,3704782.2730,1509.4530,160,1,1,0,0,5,10,0,526,53965583.91139760,949.7770
5673352.4050,3704806.2620,1500.4310,148,1,1,0,0,5,10,0,526,53965583.91140160,958.9770
5673381.0000,3704781.9280,1509.4860,167,1,1,0,0,5,10,0,526,53965583.91140160,949.7360
5673352.0920,3704805.9510,1498.8560,149,1,1,0,0,5,10,0,526,53965583.91140560,960.5451
5673380.7220,3704781.5860,1509.5190,223,1,1,0,0,5,10,0,526,53965583.91140560,949.6960
5673351.8150,3704805.5750,1499.9720,220,1,1,0,0,5,10,0,526,53965583.91140960,959.4215
5673380.3780,3704781.2400,1512.1110,195,1,1,0,0,5,10,0,526,53965583.91140960,947.0963
5673351.5060,3704805.1980,1500.4310,144,1,1,0,0,5,10,0,526,53965583.91141370,958.9551
5673380.1000,3704780.8970,1510.0440,114,1,1,0,0,5,10,0,526,53965583.91141370,949.1562
5673351.1970,3704804.8210,1500.7920,194,1,1,0,0,5,10,0,526,53965583.91141760,958.5869
5673379.7910,3704780.5200,1511.6190,169,1,1,0,0,5,10,0,526,53965583.91141760,947.5745
5673350.9170,3704804.5120,1500.2670,197,1,1,0,0,5,10,0,526,53965583.91142170,959.1061
5673379.4800,3704780.1760,1511.5530,142,1,1,0,0,5,10,0,526,53965583.91142170,947.6336
5673350.6060,3704804.1670,1499.6110,180,1,1,0,0,5,10,0,526,53965583.91142570,959.7559
5673379.1690,3704779.8320,1512.4060,160,1,1,0,0,5,10,0,526,53965583.91142570,946.7741
5673350.2960,3704803.7900,1499.8730,208,1,1,0,0,5,10,0,526,53965583.91142980,959.4873
5673378.8580,3704779.4880,1512.4720,151,1,1,0,0,5,10,0,526,53965583.91142980,946.7017
5673349.9850,3704803.4460,1500.1030,222,1,1,0,0,5,10,0,526,53965583.91143370,959.2519
5673378.7110,3704779.1520,1505.6800,182,1,1,0,0,5,10,0,526,53965583.91143370,953.4894
5673349.7070,3704803.1030,1500.0370,185,1,1,0,0,5,10,0,526,53965583.91143770,959.3122
5673378.3030,3704778.7700,1511.4870,165,1,1,0,0,5,10,0,526,53965583.91143770,947.6756
5673349.3630,3704802.7580,1498.9220,178,1,1,0,0,5,10,0,526,53965583.91144180,960.4221
5673377.9920,3704778.4250,1511.8810,187,1,1,0,0,5,10,0,526,53965583.91144180,947.2760
5673349.0850,3704802.4150,1499.0530,171,1,1,0,0,5,10,0,526,53965583.91144570,960.2859
5673377.6810,3704778.0810,1511.6190,203,1,1,0,0,5,10,0,526,53965583.91144570,947.5324
5673348.7400,3704802.1020,1497.0520,150,1,1,0,0,5,10,0,526,53965583.91144980,962.2827
5673377.4030,3704777.7390,1511.4220,162,1,1,0,0,5,10,0,526,53965583.91144980,947.7247
5673348.4290,3704801.7580,1497.0520,193,1,1,0,0,5,10,0,526,53965583.91145380,962.2783
5673377.1250,3704777.3960,1510.4380,199,1,1,0,0,5,10,0,526,53965583.91145380,948.7040
5673348.1520,3704801.3820,1497.7080,110,1,2,0,0,5,9,0,526,53965583.91145790,961.6171
5673347.5370,3704802.5010,1452.1370,17,2,2,0,0,5,9,0,526,53965583.91145790,1007.2060
5673376.8150,3704777.0190,1510.4380,202,1,1,0,0,5,9,0,526,53965583.91145790,948.6992
5673347.6970,3704801.2930,1486.4870,103,1,2,0,0,5,9,0,526,53965583.91146190,972.8380
5673347.4440,3704801.7400,1468.4760,34,2,2,0,0,5,9,0,526,53965583.91146190,990.8563
5673376.5040,3704776.6750,1511.1270,191,1,1,0,0,5,9,0,526,53965583.91146190,948.0057
5673347.3870,3704800.9160,1486.5860,173,1,1,0,0,5,9,0,526,53965583.91146590,972.7345
5673376.2260,3704776.3320,1509.8470,151,1,1,0,0,5,9,0,526,53965583.91146590,949.2817
5673347.0760,3704800.5720,1486.2580,151,1,1,0,0,5,9,0,526,53965583.91146990,973.0589
5673375.9820,3704775.9590,1506.5330,151,1,1,0,0,5,9,0,526,53965583.91146990,952.5923
5673346.8720,3704800.0690,1492.7210,158,1,1,0,0,5,9,0,526,53965583.91147390,966.5898
5673375.6710,3704775.6140,1507.8130,130,1,2,0,0,5,9,0,526,53965583.91147390,951.3085
5673375.9020,3704775.5930,1491.5400,14,2,2,0,0,5,9,0,526,53965583.91147390,967.5831
5673346.5610,3704799.7250,1492.7540,198,1,1,0,0,5,9,0,526,53965583.91147790,966.5538
5673375.3600,3704775.2700,1508.0750,219,1,1,0,0,5,9,0,526,53965583.91147790,951.0428
5673346.2520,3704799.3480,1492.6550,68,1,1,0,0,5,9,0,526,53965583.91148200,966.6492
5673375.0820,3704774.9270,1507.6490,181,1,1,0,0,5,9,0,526,53965583.91148200,951.4658
5673345.9410,3704799.0040,1492.5900,101,1,1,0,0,5,9,0,526,53965583.91148600,966.7115
5673374.7730,3704774.5500,1506.5330,109,1,1,0,0,5,9,0,526,53965583.91148600,952.5785
5673345.6630,3704798.6610,1492.4590,180,1,1,0,0,5,9,0,526,53965583.91149010,966.8396
5673374.5940,3704774.1800,1498.6920,199,1,1,0,0,5,9,0,526,53965583.91149010,960.4176
5673345.3530,3704798.2840,1492.9830,168,1,1,0,0,5,9,0,526,53965583.91149400,966.3129
5673374.2830,3704773.8360,1498.7250,171,1,1,0,0,5,9,0,526,53965583.91149400,960.3818
5673345.0770,3704797.9090,1494.1970,31,1,1,0,0,5,9,0,526,53965583.91149810,965.0962
5673373.9720,3704773.4920,1498.8230,177,1,1,0,0,5,9,0,526,53965583.91149810,960.2812
5673344.8000,3704797.5330,1495.3460,182,1,1,0,0,5,9,0,526,53965583.91150210,963.9447
5673373.6630,3704773.1150,1499.5450,189,1,1,0,0,5,9,0,526,53965583.91150210,959.5572
5673344.4560,3704797.1870,1493.9020,169,1,1,0,0,5,9,0,526,53965583.91150610,965.3872
5673373.3850,3704772.7720,1499.7090,151,1,1,0,0,5,9,0,526,53965583.91150610,959.3915
5673344.1450,3704796.8430,1493.8040,149,1,1,0,0,5,9,0,526,53965583.91151010,965.4840
5673373.0740,3704772.4280,1499.5450,132,1,1,0,0,5,9,0,526,53965583.91151010,959.5535
5673343.8340,3704796.4990,1492.7210,186,1,1,0,0,5,9,0,526,53965583.91151420,966.5656
5673372.8300,3704772.0540,1495.2470,182,1,1,0,0,5,9,0,526,53965583.91151420,963.8504
5673343.5230,3704796.1550,1491.7370,152,1,1,0,0,5,9,0,526,53965583.91151810,967.5485
5673372.5210,3704771.6770,1494.9850,136,1,1,0,0,5,9,0,526,53965583.91151810,964.1112
5673343.2140,3704795.7780,1492.5240,199,1,1,0,0,5,9,0,526,53965583.91152220,966.7605
5673372.1750,3704771.3640,1498.9550,122,1,1,0,0,5,9,0,526,53965583.91152220,960.1397
5673342.9030,3704795.4330,1492.4590,176,1,1,0,0,5,9,0,526,53965583.91152620,966.8251
5673372.3760,3704770.6510,1451.6780,117,1,2,0,0,5,9,0,526,53965583.91152620,1007.4198
5673372.5460,3704770.5290,1434.0270,19,2,2,0,0,8,9,0,526,53965583.91152620,1025.0720
5673342.5920,3704795.0890,1491.8680,172,1,1,0,0,5,9,0,526,53965583.91153030,967.4158
5673372.0660,3704770.2740,1451.2510,192,1,1,0,0,5,9,0,526,53965583.91153030,1007.8463
5673342.2810,3704794.7450,1492.1300,158,1,1,0,0,5,9,0,526,53965583.91153430,967.1539
5673371.3450,3704770.2380,1492.7210,79,1,2,0,0,5,9,0,526,53965583.91153430,966.3726
5673371.7570,3704769.8970,1451.1860,74,2,2,0,0,5,9,0,526,53965583.91153430,1007.9110
5673341.9030,3704794.4300,1487.8000,173,1,1,0,0,5,9,0,526,53965583.91153820,971.4847
5673371.4150,3704769.5190,1451.3170,39,1,2,0,0,5,9,0,526,53965583.91153820,1007.7796
5673341.5920,3704794.0860,1487.6360,89,1,2,0,0,5,9,0,526,53965583.91154230,971.6491
5673341.2470,3704794.3970,1470.3130,51,2,2,0,0,5,9,0,526,53965583.91154230,988.9783
5673370.7250,3704769.5170,1492.4910,128,1,2,0,0,5,9,0,526,53965583.91154230,966.6025
5673371.1050,3704769.1420,1450.9230,21,2,2,0,0,5,9,0,526,53965583.91154230,1008.1738
5673341.2810,3704793.7420,1487.7340,183,1,1,0,0,5,9,0,526,53965583.91154630,971.5519
5673370.4140,3704769.1720,1491.5730,117,1,2,0,0,5,9,0,526,53965583.91154630,967.5205
5673370.7960,3704768.7650,1451.2840,12,2,2,0,0,5,9,0,526,53965583.91154630,1007.8133
5673339.5010,3704794.5050,1416.0810,8,3,3,0,0,8,9,0,526,53965583.91155030,1043.2295
5673341.0040,3704793.3660,1487.8650,111,1,3,0,0,5,9,0,526,53965583.91155030,971.4208
5673340.6290,3704793.6430,1470.8710,15,2,3,0,0,5,9,0,526,53965583.91155030,988.4211
5673370.0690,3704768.8590,1496.9860,121,1,1,0,0,5,9,0,526,53965583.91155030,962.1077
5673340.6600,3704793.0200,1487.6690,182,1,1,0,0,5,9,0,526,53965583.91155430,971.6186
5673369.7580,3704768.5150,1499.1190,111,1,2,0,0,5,9,0,526,53965583.91155430,959.9755
5673370.1770,3704768.0110,1450.9890,23,2,2,0,0,5,9,0,526,53965583.91155430,1008.1099
5673340.3150,3704792.7070,1485.2740,106,1,1,0,0,5,9,0,526,53965583.91155840,974.0154
5673369.4470,3704768.1710,1498.9220,152,1,1,0,0,5,9,0,526,53965583.91155840,960.1732
5673339.6650,3704792.5760,1469.2960,8,1,3,0,0,5,9,0,526,53965583.91156240,990.0001
5673339.0840,3704793.0060,1441.7040,75,2,3,0,0,5,9,0,526,53965583.91156240,1017.6015
5673338.5080,3704793.3710,1415.5230,23,3,3,0,0,8,9,0,526,53965583.91156240,1043.7913
5673369.1700,3704767.7950,1498.1670,92,1,2,0,0,5,9,0,526,53965583.91156240,960.9298
5673369.2770,3704767.6370,1483.9280,43,2,2,0,0,5,9,0,526,53965583.91156240,975.1701
5673339.3550,3704792.1990,1469.5910,187,1,1,0,0,5,9,0,526,53965583.91156640,989.7066
5673368.8590,3704767.4510,1498.3970,122,1,1,0,0,5,9,0,526,53965583.91156640,960.7011
5673339.0440,3704791.8540,1469.6240,164,1,1,0,0,5,9,0,526,53965583.91157040,989.6757
5673368.5480,3704767.1070,1500.1030,159,1,1,0,0,5,9,0,526,53965583.91157040,958.9967
5673339.0740,3704791.2650,1484.8470,55,1,2,0,0,5,9,0,526,53965583.91157450,974.4493
5673338.6680,3704791.5070,1467.2290,30,2,2,0,0,5,9,0,526,53965583.91157450,992.0736
5673368.2370,3704766.7630,1502.0390,174,1,1,0,0,5,9,0,526,53965583.91157450,957.0626
5673338.7980,3704790.8890,1484.9780,114,1,2,0,0,5,9,0,526,53965583.91157840,974.3197
5673337.7140,3704791.5240,1438.8830,7,2,2,0,0,5,9,0,526,53965583.91157840,1020.4318
5673367.9260,3704766.4180,1502.8920,105,1,1,0,0,5,9,0,526,53965583.91157840,956.2116
5673338.4870,3704790.5450,1484.9450,137,1,2,0,0,5,9,0,526,53965583.91158250,974.3555
5673338.1490,3704790.7250,1470.9360,61,2,2,0,0,5,9,0,526,53965583.91158250,988.3697
5673367.6150,3704766.0740,1503.5810,133,1,1,0,0,5,9,0,526,53965583.91158250,955.5248
5673338.1760,3704790.2010,1484.7160,203,1,1,0,0,5,9,0,526,53965583.91158650,974.5874
5673367.3040,3704765.7300,1503.6130,151,1,1,0,0,5,9,0,526,53965583.91158650,955.4952
5673337.8660,3704789.8240,1484.5520,22,1,2,0,0,5,9,0,526,53965583.91159060,974.7542
5673337.4620,3704790.0330,1468.4430,50,2,2,0,0,5,9,0,526,53965583.91159060,990.8696
5673337.5230,3704789.4780,1484.2240,48,1,1,0,0,5,9,0,526,53965583.91159450,975.0863
5673337.0790,3704789.1600,1478.7770,187,1,1,0,0,5,9,0,526,53965583.91159860,980.5386
5673336.8010,3704788.8170,1479.1710,149,1,1,0,0,5,8,0,526,53965583.91160260,980.1478
5673336.2230,3704788.5580,1468.3770,166,1,1,0,0,5,8,0,526,53965583.91160670,990.9496
5673336.1130,3704788.1250,1476.2510,170,1,1,0,0,5,8,0,526,53965583.91161060,983.0769
5673335.9380,3704787.6900,1481.5330,180,1,1,0,0,5,8,0,526,53965583.91161470,977.7971
5673335.8290,3704787.2570,1488.5220,106,1,1,0,0,5,8,0,526,53965583.91161870,970.8095
5673335.5180,3704786.9130,1488.5220,124,1,1,0,0,5,8,0,526,53965583.91162260,970.8145
5673335.2760,3704786.5060,1491.4740,135,1,1,0,0,5,8,0,526,53965583.91162670,967.8666
5673334.8970,3704786.1920,1488.1610,89,1,1,0,0,5,8,0,526,53965583.91163070,971.1858
5673334.5540,3704785.8460,1487.7010,78,1,1,0,0,5,8,0,526,53965583.91163480,971.6522
5673334.3770,3704785.4420,1491.6710,48,1,1,0,0,5,8,0,526,53965583.91163890,967.6857
5673334.1000,3704785.0670,1492.9510,174,1,1,0,0,5,8,0,526,53965583.91164280,966.4112
5673333.7570,3704784.7210,1491.4090,182,1,1,0,0,5,8,0,526,53965583.91164680,967.9598
5673333.4460,3704784.3770,1491.6060,174,1,1,0,0,5,8,0,526,53965583.91165080,967.7695
5673334.6440,3704782.7630,1488.7180,93,1,2,1,0,5,8,0,526,53965583.92063250,970.6417
5673334.9540,3704783.1400,1488.0620,182,1,1,1,0,5,8,0,526,53965583.92063650,971.2908
5673335.1650,3704783.5120,1485.5360,80,1,1,1,0,5,8,0,526,53965583.92064060,973.8121
5673335.5410,3704783.8590,1487.9310,137,1,1,1,0,5,8,0,526,53965583.92064460,971.4099
5673336.0190,3704784.1460,1493.5740,119,1,1,1,0,5,8,0,526,53965583.92064860,965.7581
5673336.3290,3704784.5230,1493.4760,170,1,1,1,0,5,8,0,526,53965583.92065260,965.8504
5673336.0060,3704785.0650,1471.3630,153,1,1,1,0,5,8,0,526,53965583.92065670,987.9675
5673336.1820,3704785.4680,1465.5890,131,1,1,1,0,5,8,0,526,53965583.92066060,993.7379
5673336.5240,3704785.8470,1466.8680,170,1,1,1,0,5,8,0,526,53965583.92066470,992.4536
5673337.5040,3704785.9620,1491.7700,13,1,2,1,0,5,8,0,526,53965583.92066870,967.5366
5673336.8010,3704786.2220,1465.8840,126,2,2,1,0,5,8,0,526,53965583.92066870,993.4333
5673337.1770,3704786.5700,1467.6230,104,1,1,1,0,5,8,0,526,53965583.92067280,991.6885
5673337.8570,3704786.7690,1482.3540,146,1,1,1,0,5,8,0,526,53965583.92067670,976.9476
5673338.2680,3704787.0850,1486.3560,128,1,1,1,0,5,8,0,526,53965583.92068080,972.9399
5673338.5770,3704787.4620,1486.0940,121,1,1,1,0,5,9,0,526,53965583.92068480,973.1981
5673338.8540,3704787.8380,1484.3880,161,1,1,1,0,5,9,0,526,53965583.92068890,974.9008
5673339.1980,3704788.1830,1485.3720,141,1,1,1,0,5,9,0,526,53965583.92069280,973.9127
5673339.5760,3704788.4980,1489.1780,193,1,1,1,0,5,9,0,526,53965583.92069690,970.1026
5673339.8530,3704788.8740,1487.0450,120,1,1,1,0,5,9,0,526,53965583.92070090,972.2328
5673340.1290,3704789.2490,1486.6840,155,1,1,1,0,5,9,0,526,53965583.92070480,972.5919
5673339.9660,3704789.8650,1465.8840,14,2,2,1,0,5,9,0,526,53965583.92070890,993.3962
5673340.3710,3704789.6550,1482.8460,137,1,2,1,0,5,9,0,526,53965583.92070890,976.4281
5673340.7170,3704789.9690,1485.2410,194,1,1,1,0,5,9,0,526,53965583.92071290,974.0302
5673369.9170,3704765.3700,1491.9010,145,1,1,1,0,5,9,0,526,53965583.92071290,967.1808
5673341.0260,3704790.3460,1485.6670,101,1,2,1,0,5,9,0,526,53965583.92071700,973.6025
5673340.5850,3704790.6190,1466.3760,41,2,2,1,0,5,9,0,526,53965583.92071700,992.9004
5673370.2270,3704765.7470,1492.4260,124,1,2,1,0,5,9,0,526,53965583.92071700,966.6537
5673341.3710,3704790.6590,1486.9470,185,1,1,1,0,5,9,0,526,53965583.92072110,972.3197
5673370.5720,3704766.0600,1488.4230,155,1,1,1,0,5,9,0,526,53965583.92072110,970.6554
5673341.6810,3704791.0360,1486.6840,195,1,1,1,0,5,9,0,526,53965583.92072500,972.5812
5673370.8110,3704766.5320,1498.1340,153,1,1,1,0,5,9,0,526,53965583.92072500,960.9420
5673341.6510,3704791.6250,1471.4610,26,1,2,1,0,5,9,0,526,53965583.92072900,987.8082
5673341.0360,3704792.0870,1441.2450,80,2,2,1,0,5,9,0,526,53965583.92072900,1018.0340
5673371.0890,3704766.8750,1498.5280,174,1,1,1,0,5,9,0,526,53965583.92072900,960.5467
5673342.3010,3704791.7570,1486.3230,45,1,2,1,0,5,9,0,526,53965583.92073300,972.9395
5673341.3460,3704792.4640,1441.5070,92,2,2,1,0,5,9,0,526,53965583.92073300,1017.7712
5673371.4330,3704767.2200,1496.4940,181,1,1,1,0,5,9,0,526,53965583.92073300,962.5800
5673342.6120,3704792.1010,1486.3560,171,1,2,1,0,5,9,0,526,53965583.92073700,972.9053
5673342.2700,3704792.3790,1470.3460,12,2,2,1,0,5,9,0,526,53965583.92073700,988.9213
5673371.7090,3704767.5960,1497.6420,171,1,1,1,0,5,9,0,526,53965583.92073700,961.4308
5673342.5810,3704792.7240,1470.4770,165,1,1,1,0,5,9,0,526,53965583.92074110,988.7894
5673372.0200,3704767.9400,1497.4450,214,1,1,1,0,5,9,0,526,53965583.92074110,961.6274
5673342.8900,3704793.1010,1469.9850,69,1,2,1,0,5,9,0,526,53965583.92074510,989.2810
5673342.3060,3704793.5970,1441.1790,67,2,2,1,0,5,9,0,526,53965583.92074510,1018.0972
5673372.3310,3704768.2840,1497.4130,124,1,1,1,0,5,9,0,526,53965583.92074510,961.6593
5673342.6160,3704793.9740,1440.8840,62,1,2,1,0,5,9,0,526,53965583.92074920,1018.3921
5673342.1700,3704794.3450,1417.4920,87,2,2,1,0,8,9,0,526,53965583.92074920,1041.7913
5673372.6420,3704768.6290,1497.1500,115,1,1,1,0,5,9,0,526,53965583.92074920,961.9223
5673342.9580,3704794.3520,1440.7850,37,1,2,1,0,5,9,0,526,53965583.92075310,1018.4908
5673342.4790,3704794.7220,1417.7540,104,2,2,1,0,8,9,0,526,53965583.92075310,1041.5296
5673372.9520,3704769.0060,1497.2490,91,1,2,1,0,5,9,0,526,53965583.92075310,961.8233
5673373.4680,3704768.5390,1443.3450,35,2,2,1,0,4,9,0,526,53965583.92075310,1015.7317
5673342.8210,3704795.1010,1418.0160,190,1,1,1,0,8,9,0,526,53965583.92075720,1041.2677
5673373.2640,3704769.3170,1494.9520,176,1,1,1,0,5,9,0,526,53965583.92075720,964.1209
5673343.1630,3704795.4790,1418.1150,198,1,1,1,0,8,9,0,526,53965583.92076120,1041.1689
5673373.5740,3704769.6940,1495.1820,67,1,3,1,0,5,9,0,526,53965583.92076120,963.8914
5673373.9840,3704769.3860,1454.9590,54,2,3,1,0,5,9,0,526,53965583.92076120,1004.1175
5673344.8190,3704794.5780,1489.6370,77,1,2,1,0,5,9,0,526,53965583.92076520,969.6238
5673343.5050,3704795.8580,1418.5410,49,2,2,1,0,8,9,0,526,53965583.92076520,1040.7434
5673373.8520,3704770.0370,1495.5430,177,1,1,1,0,5,9,0,526,53965583.92076520,963.5310
5673343.8480,3704796.2370,1419.2630,171,1,1,1,0,8,9,0,526,53965583.92076920,1040.0223
5673374.1290,3704770.4120,1498.3310,151,1,1,1,0,5,9,0,526,53965583.92076920,960.7438
5673344.1570,3704796.6140,1419.3620,181,1,1,1,0,8,9,0,526,53965583.92077330,1039.9248
5673374.4380,3704770.7890,1498.4300,186,1,1,1,0,5,9,0,526,53965583.92077330,960.6460
5673344.4990,3704796.9930,1419.4930,190,1,1,1,0,8,9,0,526,53965583.92077720,1039.7950
5673374.7490,3704771.1330,1499.6440,177,1,1,1,0,5,9,0,526,53965583.92077720,959.4338
5673344.8410,3704797.3710,1419.3940,165,1,1,1,0,8,9,0,526,53965583.92078130,1039.8954
5673375.0250,3704771.5090,1499.6440,203,1,1,1,0,5,9,0,526,53965583.92078130,959.4349
5673346.3370,3704796.3630,1488.7510,153,1,2,1,0,5,9,0,526,53965583.92078530,970.5166
5673375.3690,3704771.8540,1498.7580,107,1,2,1,0,5,9,0,526,53965583.92078530,960.3234
5673375.9070,3704771.6190,1456.0740,28,2,2,1,0,5,9,0,526,53965583.92078530,1003.0114
5673346.6470,3704796.7400,1488.6530,147,1,1,1,0,5,9,0,526,53965583.92078940,970.6170
5673375.6480,3704772.1970,1498.6590,148,1,1,1,0,5,9,0,526,53965583.92078940,960.4243
5673346.9580,3704797.0840,1489.0460,204,1,1,1,0,5,9,0,526,53965583.92079340,970.2261
5673375.9590,3704772.5410,1499.1840,188,1,1,1,0,5,9,0,526,53965583.92079340,959.9019
5673347.2690,3704797.4290,1488.9480,166,1,1,1,0,5,9,0,526,53965583.92079730,970.3263
5673376.2680,3704772.9180,1499.6440,175,1,1,1,0,5,9,0,526,53965583.92079730,959.4445
5673347.6860,3704797.6140,1496.9530,165,1,1,1,0,5,9,0,526,53965583.92080140,962.3214
5673376.5460,3704773.2610,1501.1200,174,1,1,1,0,5,9,0,526,53965583.92080140,957.9712
5673348.0300,3704797.9600,1497.6420,167,1,2,1,0,5,9,0,526,53965583.92080530,961.6348
5673347.7480,3704798.3400,1481.2050,6,2,2,1,0,5,9,0,526,53965583.92080530,978.0785
5673376.7240,3704773.6310,1508.5020,135,1,1,1,0,5,9,0,526,53965583.92080530,950.5912
5673348.3070,3704798.3350,1497.5110,122,1,2,1,0,5,9,0,526,53965583.92080940,961.7698
5673348.0940,3704798.6530,1483.0100,37,2,2,1,0,5,9,0,526,53965583.92080940,976.2758
5673377.0010,3704774.0070,1510.0770,190,1,1,1,0,5,9,0,526,53965583.92080940,949.0192
5673348.6180,3704798.6800,1497.2160,189,1,1,1,0,5,9,0,526,53965583.92081340,962.0678
5673377.3120,3704774.3510,1509.2240,101,1,1,1,0,5,9,0,526,53965583.92081340,949.8758
5673348.8930,3704799.0880,1495.3790,179,1,1,1,0,5,9,0,526,53965583.92081750,963.9094
5673377.6230,3704774.6950,1509.8140,203,1,1,1,0,5,9,0,526,53965583.92081750,949.2898
5673349.2050,3704799.3990,1496.9210,134,1,1,1,0,5,9,0,526,53965583.92082150,962.3707
5673377.9340,3704775.0390,1509.7490,181,1,1,1,0,5,9,0,526,53965583.92082150,949.3589
5673349.4430,3704799.9040,1490.1950,146,1,1,1,0,5,9,0,526,53965583.92082550,969.1027
5673378.2120,3704775.3820,1509.4860,67,1,1,1,0,5,9,0,526,53965583.92082550,949.6256
5673349.6450,3704800.4400,1483.6660,135,1,1,1,0,5,10,0,526,53965583.92082950,975.6393
5673378.5220,3704775.7590,1509.0920,154,1,1,1,0,5,10,0,526,53965583.92082950,950.0241
5673349.9560,3704800.7840,1483.5020,173,1,1,1,0,5,10,0,526,53965583.92083360,975.8074
5673378.8980,3704776.1070,1505.5820,107,1,1,1,0,5,10,0,526,53965583.92083360,953.5395
5673350.2310,3704801.1920,1481.8290,167,1,1,1,0,5,10,0,526,53965583.92083750,977.4862
5673379.1440,3704776.4470,1508.9940,181,1,1,1,0,5,10,0,526,53965583.92083750,950.1319
5673350.5400,3704801.5690,1481.2710,166,1,1,1,0,5,10,0,526,53965583.92084160,978.0495
5673379.4550,3704776.7920,1508.6000,184,1,1,1,0,5,10,0,526,53965583.92084160,950.5311
5673350.9980,3704801.6250,1492.7540,170,1,2,1,0,5,10,0,526,53965583.92084560,966.5669
5673350.8150,3704801.9770,1480.1230,16,2,2,1,0,5,10,0,526,53965583.92084560,979.2039
5673379.7330,3704777.1340,1508.6000,173,1,1,1,0,5,10,0,526,53965583.92084560,950.5359
5673351.3070,3704802.0020,1492.2620,184,1,2,1,0,5,10,0,526,53965583.92084970,967.0646
5673351.1590,3704802.3230,1480.1880,15,2,2,1,0,5,10,0,526,53965583.92084970,979.1438
5673380.0420,3704777.5110,1509.2890,140,1,1,1,0,5,10,0,526,53965583.92084970,949.8527
5673351.5820,3704802.4100,1490.9490,129,1,1,1,0,5,10,0,526,53965583.92085360,968.3845
5673380.3860,3704777.8570,1505.9760,123,1,1,1,0,5,10,0,526,53965583.92085360,953.1717
5673351.8930,3704802.7550,1491.3100,151,1,1,1,0,5,10,0,526,53965583.92085770,968.0292
5673380.7300,3704778.2030,1503.6790,135,1,1,1,0,5,10,0,526,53965583.92085770,955.4750
5673352.2790,3704802.9060,1498.3310,186,1,1,1,0,5,10,0,526,53965583.92086170,961.0109
5673381.0080,3704778.5460,1504.8600,160,1,1,1,0,5,10,0,526,53965583.92086170,954.3000
5673352.5900,3704803.2500,1498.7580,182,1,1,1,0,5,10,0,526,53965583.92086580,960.5901
5673381.3170,3704778.9230,1504.9910,95,1,1,1,0,5,10,0,526,53965583.92086580,954.1756
5673352.9030,3704803.5610,1499.8400,200,1,1,1,0,5,10,0,526,53965583.92086970,959.5139
5673381.6280,3704779.2670,1504.8600,135,1,1,1,0,5,10,0,526,53965583.92086970,954.3134
5673353.2110,3704803.9710,1498.8890,133,1,1,1,0,5,10,0,526,53965583.92087380,960.4728
5673381.7120,3704779.5670,1516.5070,88,1,2,1,0,5,10,0,526,53965583.92087380,942.6712
5673382.0690,3704779.6510,1498.0690,25,2,2,1,0,5,10,0,526,53965583.92087380,961.1128
5673353.4460,3704804.5080,1491.9990,168,1,1,1,0,5,10,0,526,53965583.92087780,967.3726
5673381.9900,3704779.9090,1516.3430,43,1,2,1,0,5,10,0,526,53965583.92087780,942.8418
5673382.4120,3704779.9960,1495.6410,91,2,2,1,0,5,10,0,526,53965583.92087780,963.5482
5673353.7240,3704804.8510,1492.0320,205,1,1,1,0,5,10,0,526,53965583.92088170,967.3468
5673382.2990,3704780.2860,1516.2770,8,1,1,1,0,5,10,0,526,53965583.92088170,942.9153
5673354.1110,3704805.0020,1498.9550,94,1,1,1,0,5,10,0,526,53965583.92088580,960.4278
5673382.8380,3704780.6750,1504.5650,119,1,1,1,0,5,10,0,526,53965583.92088580,954.6373
5673354.4200,3704805.3790,1499.1190,116,1,1,1,0,5,10,0,526,53965583.92088990,960.2722
